EquipId, EquipType, Date, Time, Duration, Status, Code, Category, Reason, Comments , Component, WO, Action
T201, Lieb T282B,18-Feb-12,10:29:08,1:37:13, Down,405, Pit  UnSched. Maint., OTHER, TOWING T202,9999,  , TOWING T202
T201, Lieb T282B,18-Feb-12,12:06:21,2:43:39, Down,205, Main UnSched. Maint., OTHER, TOWING T202,9999,  , TOWING T202
T201, Lieb T282B,18-Feb-12,14:50:00,1:30:02, Down,205, Main UnSched. Maint., OTHER, TOWING T202,9999, ., TOWING
T201, Lieb T282B,18-Feb-12,18:23:44,3:54:27, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC TOO HOT (26100),7320, FB209948, REPLACE DRIER EXPANSION
T201, Lieb T282B,18-Feb-12,23:59:11,0:14:49, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC PROBLEM,7320, FB209948, WAITING PJP TRAVEL TO NIA
T201, Lieb T282B,19-Feb-12,0:14:00,0:05:31, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC PROBLEM,9999, FB209948, OPERATOR SALAH POSISI SWITCH
T201, Lieb T282B,19-Feb-12,19:12:00,0:16:06, Down,401, Pit  UnSched. Maint., REPAIR TIME, RETARD UNFUNCTION (26111),3120, FB210012, RESETING HOIST CONTROL
T201, Lieb T282B,19-Feb-12,19:43:16,2:18:36, Down,401, Pit  UnSched. Maint., REPAIR TIME, RETARD UNFUNCTION,3120, FB210012, RESETTING HOIST CONTROL
T201, Lieb T282B,20-Feb-12,11:02:06,1:22:05, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 41,5201, FB210106, REPAIR WIRING 
T201, Lieb T282B,20-Feb-12,14:14:18,0:01:38, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,21-Feb-12,15:27:51,0:32:18, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 123,3120, FB210314, RESET AND GRID DRY
T201, Lieb T282B,22-Feb-12,1:46:04,0:13:41, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 26,5201, FB210314, RESET
T201, Lieb T282B,22-Feb-12,18:40:02,2:14:44, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 26,5201, FB210314, RESET
T201, Lieb T282B,23-Feb-12,17:54:17,0:56:17, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE (ET),1000,  , OVERSHIFT
T201, Lieb T282B,23-Feb-12,18:50:34,1:16:12, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (26177),1000, FB210619, COOLING DOWN
T201, Lieb T282B,23-Feb-12,20:06:58,0:30:51, Down,416, Pit  UnSched. Maint., DISPATCH/RADIOS/CAMERA, GOIC PROBLEM,7600, MKN, MKN
T201, Lieb T282B,24-Feb-12,3:15:23,2:45:33, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 64 (26177),1000, FB410619, CHECK CRANKCASE PRESSURE
T201, Lieb T282B,24-Feb-12,6:00:56,0:49:04, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 64 (26177),1000,  , OVERSHIFT
T201, Lieb T282B,24-Feb-12,6:50:00,4:19:33, Down,410, Pit  UnSched. Maint., TRAVEL TO & FROM W/SHOP, ENGINE CODE 64 (26177),1000,  , TO M SHOP
T201, Lieb T282B,24-Feb-12,11:09:33,3:40:27, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 64 (26177),1000,  , W/L
T201, Lieb T282B,24-Feb-12,14:50:00,3:40:00, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 64 (26177),1000,  , W/L
T201, Lieb T282B,24-Feb-12,18:30:00,4:20:00, Down,202, Main UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 64 (26177),1000, FB210619,  W/L MTU
T201, Lieb T282B,24-Feb-12,22:50:00,0:03:24, Down,202, Main UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 64 (26177),1000, FB210619,  W/L MTU
T201, Lieb T282B,24-Feb-12,22:53:24,7:56:36, Down,201, Main UnSched. Maint., REPAIR TIME, ENGINE CODE 64 (26177),1000, FB210619, BORESCOPE ENGINE
T201, Lieb T282B,25-Feb-12,6:50:00,8:00:00, Down,201, Main UnSched. Maint., REPAIR TIME, ENGINE CODE 64 (26177),1000, FB210619, BORESCOPE ENGINE
T201, Lieb T282B,25-Feb-12,14:50:00,2:00:58, Down,201, Main UnSched. Maint., REPAIR TIME, ENGINE CODE 64 (26177),1000, FB210619, REPLACE ENGINE BREATHER
T201, Lieb T282B,26-Feb-12,6:08:25,0:41:35, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, SIEMENS CODE LAINNNYA (ET),5201, FB, W/L
T201, Lieb T282B,26-Feb-12,6:50:00,3:17:10, Down,412, Pit  UnSched. Maint., ACCIDENT - OPR, BOUGGED DOWN,5201, FB211026, RESET SIEMENT FAULT 26
T201, Lieb T282B,26-Feb-12,18:36:20,1:11:48, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 5 (26205),1000, FB211102, RESET
T201, Lieb T282B,27-Feb-12,1:03:30,0:00:33, Down,405, Pit  UnSched. Maint., OTHER, ENGINE CODE (ET),9999,  , NO DEFECT
T201, Lieb T282B,27-Feb-12,1:04:03,0:59:33, Down,405, Pit  UnSched. Maint., OTHER, SUSPENSI PROBLEM,9999,  , CHECK SUSPENSIOIN BY LIEBHERR
T201, Lieb T282B,27-Feb-12,8:06:08,1:37:29, Down,401, Pit  UnSched. Maint., REPAIR TIME, WINDOW LH STUCK,7300, FB211162, REPLACE REGULATOR WINDOW
T201, Lieb T282B,28-Feb-12,1:36:37,0:34:45, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,28-Feb-12,2:11:22,0:52:49, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 5 6 (26226),1000, FB211286, COOLING DOWN
T201, Lieb T282B,28-Feb-12,13:43:34,0:05:13, Down,405, Pit  UnSched. Maint., OTHER, ENGINE CODE (ET),9999,  , NO DEFECT
T201, Lieb T282B,28-Feb-12,14:26:01,0:23:59, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6,1050, FB211400, CHECK AIR CLEANER & V BELT
T201, Lieb T282B,29-Feb-12,5:56:44,0:01:16, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,29-Feb-12,10:28:14,2:35:53, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 ,1000, FBFB211635, COOLING DOWN
T201, Lieb T282B,01-Mar-12,6:08:48,0:05:00, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,01-Mar-12,13:27:52,1:22:08, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 63 (26266),1000, FB211685, CHECK PARTICLE
T201, Lieb T282B,01-Mar-12,14:50:00,0:22:55, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 63 (26266),1000, FB211685, CHECK PARTICLE
T201, Lieb T282B,02-Mar-12,1:16:12,0:00:47, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 111,5201, FB211771, RESET
T201, Lieb T282B,02-Mar-12,1:16:59,0:22:46, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 111,5201, FB211771, RESET
T201, Lieb T282B,02-Mar-12,4:54:06,0:13:26, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,02-Mar-12,17:21:05,0:41:04, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6,1000, FB211685, COOLING DOWN
T201, Lieb T282B,02-Mar-12,18:36:08,2:11:34, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6,1050, FB211685, CHECK AIR CLEANER
T201, Lieb T282B,02-Mar-12,20:47:42,2:02:18, Down,301, Main Sched. Maint., SERVICE OVERHAUL, SERVICE 250 HRS,9000,793965, SERVICE
T201, Lieb T282B,02-Mar-12,22:50:00,3:46:05, Down,301, Main Sched. Maint., SERVICE OVERHAUL, SERVICE 250 HRS,9000,793965, SERVICE
T201, Lieb T282B,03-Mar-12,2:36:05,1:31:14, Down,201, Main UnSched. Maint., REPAIR TIME, BRACKET HANGER BROKEN,7050, HT410068, WELDING BRACKET HANGER
T201, Lieb T282B,03-Mar-12,7:58:08,3:27:53, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 5 6 (26296),1050, FB211685, REPLACE AIR CLEANER & COOLING DOW
T201, Lieb T282B,03-Mar-12,12:21:01,2:28:59, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 5 6 (26298),1050, HT408210, CHECK INTERCOOLER AND TO M SHOP
T201, Lieb T282B,03-Mar-12,14:50:00,0:02:17, Down,410, Pit  UnSched. Maint., TRAVEL TO & FROM W/SHOP, ENG CODE 5 6 (26298),1050,  , TO M SHOP
T201, Lieb T282B,03-Mar-12,14:52:17,7:57:43, Down,209, Main UnSched. Maint., WAITING BAY, ENGINE CODE 5 6 (26298),1050, HT408210, WAITING BAY
T201, Lieb T282B,03-Mar-12,22:50:00,5:13:43, Down,209, Main UnSched. Maint., WAITING BAY, ENGINE CODE 5 6 (26298),1050, HT408210, WAITNG BAY
T201, Lieb T282B,04-Mar-12,4:03:43,2:46:17, Down,202, Main UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 5 6 (26298),1050, HT408210, W/L
T201, Lieb T282B,04-Mar-12,6:50:00,8:00:00, Down,201, Main UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (26298),1050, HT408210, REPLACE INTERCOOLER
T201, Lieb T282B,04-Mar-12,14:50:00,5:24:28, Down,202, Main UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 5 6 (26298),1050, HT408210, WAITING MTU
T201, Lieb T282B,04-Mar-12,20:14:28,2:35:32, Down,201, Main UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (26298),1050, HT408210, REPLACE INTERCOOLER
T201, Lieb T282B,04-Mar-12,22:50:00,7:22:48, Down,201, Main UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (26298),1050, HT408210, REPLACE INTERCOOLER
T201, Lieb T282B,05-Mar-12,6:57:38,1:08:52, Down,401, Pit  UnSched. Maint., REPAIR TIME, WON'T PROPEL (26300),5201, FB212245, REPAIR HARNESS 1 XP
T201, Lieb T282B,05-Mar-12,8:41:29,0:03:58, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,06-Mar-12,8:40:03,0:04:07, Down,412, Pit  UnSched. Maint., ACCIDENT - OPR, SIEMENS FAULT 26,5201, FB212427, RESET
T201, Lieb T282B,06-Mar-12,11:08:16,3:41:44, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC PROBLEM,7320, FB212448, REPLACE COMPRESSOR AC
T201, Lieb T282B,06-Mar-12,14:50:00,0:32:53, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC PROBLEM,7320, FB212448, REPLACE COMPRESSOR AC
T201, Lieb T282B,07-Mar-12,5:15:25,0:03:02, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, RAIN,9999,  ,  
T201, Lieb T282B,07-Mar-12,11:22:57,2:49:21, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 26,5201, FB212427, REPLACE SPEED SENSOR MOTOR A
T201, Lieb T282B,07-Mar-12,15:26:31,0:14:11, Down,405, Pit  UnSched. Maint., OTHER, AC PROBLEM,9999,  , NO DEFECT
T201, Lieb T282B,07-Mar-12,18:29:55,1:17:53, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 92,5201, FB212654, REPAIR HARNESS SPEED SENSOR MTR B
T201, Lieb T282B,07-Mar-12,19:54:58,0:00:48, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 92,5201, FB212654, REPAIR HARNESS
T201, Lieb T282B,07-Mar-12,19:55:46,1:35:28, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 92 (26346),5201, FB212654, REPLACE SPEED SENSOR MOTOR B
T201, Lieb T282B,08-Mar-12,8:48:44,2:14:40, Down,412, Pit  UnSched. Maint., ACCIDENT - OPR, FUEL EMPTY,1250, FB212768, ADD FUEL
T201, Lieb T282B,08-Mar-12,11:03:24,0:17:34, Down,412, Pit  UnSched. Maint., ACCIDENT - OPR, BLEDING FUEL,1250, FB212768, BLEDING FUEL
T201, Lieb T282B,08-Mar-12,14:39:16,0:10:44, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 16,1000, FB212796, ADD OIL & CUTTING OIL FILTER
T201, Lieb T282B,08-Mar-12,14:50:00,1:38:27, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 16,1000, FB212796, ADD OIL ENGINE & CUTTING OIL FILT
T201, Lieb T282B,09-Mar-12,19:23:51,0:01:21, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,10-Mar-12,6:08:44,0:41:16, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, PROBLEM FATIGUE WARNING,1400, FB213048, WAIT LABOUR
T201, Lieb T282B,10-Mar-12,6:50:00,0:14:49, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, PROBLEM FATIGUE WARNING,7600, FB213048, REPAIR CONTROL FATIQUE WARNING
T201, Lieb T282B,10-Mar-12,8:07:16,0:31:23, Down,401, Pit  UnSched. Maint., REPAIR TIME, PROBLEM FATIGUE WARNING,7600, FB213048, REPAIR FATIQUE WARNING
T201, Lieb T282B,10-Mar-12,10:42:04,1:13:38, Down,401, Pit  UnSched. Maint., REPAIR TIME, FATIQUE WARNING PROBLEM ,7600, FB213048, CHECK CONTROL FATIQUE WARNING
T201, Lieb T282B,10-Mar-12,20:24:48,0:00:54, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,11-Mar-12,0:56:28,0:17:27, Down,405, Pit  UnSched. Maint., OTHER, SUSPENSI PROBLEM,9999,  , NO DEFECT
T201, Lieb T282B,11-Mar-12,4:27:55,0:28:38, Down,401, Pit  UnSched. Maint., REPAIR TIME, SUSP RF DROP,7200, HT410104, FOLLOWING 1 LOAD
T201, Lieb T282B,11-Mar-12,5:29:30,0:02:16, Down,201, Main UnSched. Maint., REPAIR TIME, SUSP RF DROP,7200, HT410104, READJUST SUSP
T201, Lieb T282B,11-Mar-12,5:31:46,1:18:14, Down,201, Main UnSched. Maint., REPAIR TIME, SUSP RF DROP,7200, HT410104, READJUST SUSP
T201, Lieb T282B,11-Mar-12,6:50:00,1:39:13, Down,201, Main UnSched. Maint., REPAIR TIME, SUSP RF DROP,7200, HT410104, ADJUST RF SUSP
T201, Lieb T282B,11-Mar-12,11:37:07,0:28:11, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARM CONTROL FAIL,7600, FB213338, REPAIR WIRING CONTROL FIRE ALARM
T201, Lieb T282B,11-Mar-12,12:52:07,0:23:00, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 30 ,1000, FB213339, RESET
T201, Lieb T282B,12-Mar-12,19:00:25,0:46:54, Down,401, Pit  UnSched. Maint., REPAIR TIME, LAMPU/ELEC PROBLEM,1400, FB213498, REPLACE WORK LAMP LH 
T201, Lieb T282B,12-Mar-12,21:42:54,0:03:07, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,13-Mar-12,0:49:22,0:06:22, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, RETARD PROBLEM,3120, FB213557, W/L
T201, Lieb T282B,13-Mar-12,0:55:44,0:47:44, Down,401, Pit  UnSched. Maint., REPAIR TIME, RETARD PROBLEM,3120, FB213557, CHECK GRID RESISTOR
T201, Lieb T282B,13-Mar-12,19:01:24,2:05:30, Down,401, Pit  UnSched. Maint., REPAIR TIME, STEERING KERAS,4300, FB213721, CHECK PRESSURE AND ORBITROL
T201, Lieb T282B,14-Mar-12,23:51:53,2:44:30, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARM CONTROL FAIL,7600, FB213939, REPAIR CONTROL FIRE ALARM
T201, Lieb T282B,15-Mar-12,6:00:06,0:49:54, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, FIRE ALARM,7600, FB213939, W/L
T201, Lieb T282B,15-Mar-12,6:50:00,1:37:10, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, FIRE ALARM ON,7600, FB213939, WAITING LABOUR
T201, Lieb T282B,15-Mar-12,8:27:10,1:42:18, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARAM ON,7600, FB213939, REPAIR WERING
T201, Lieb T282B,15-Mar-12,20:33:36,0:01:39, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,16-Mar-12,2:01:04,1:20:01, Down,401, Pit  UnSched. Maint., REPAIR TIME, RETARD UNFUNCTION,3120, FB214119, REPAIR HARNESS CON A
T201, Lieb T282B,16-Mar-12,9:00:52,1:11:57, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC HOT,7320, FB214177, ADD FREON
T201, Lieb T282B,16-Mar-12,10:12:49,0:37:47, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 41,5201, FB214201, REPAIR WAIRING 1XM
T201, Lieb T282B,16-Mar-12,19:39:43,0:11:48, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, SIEMENS CODE LAINNNYA (ET),5201,  , W/LABOUR
T201, Lieb T282B,16-Mar-12,19:51:31,1:03:50, Down,401, Pit  UnSched. Maint., REPAIR TIME, SPEED SENSOR MTR A FAIL,5201, FB214265, REPAIR HARNESS
T201, Lieb T282B,17-Mar-12,4:03:40,0:18:40, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, SIEMENS CODE LAINNNYA (ET),5201, ., W/LABOUR
T201, Lieb T282B,17-Mar-12,4:22:20,1:07:51, Down,401, Pit  UnSched. Maint., REPAIR TIME, SPEED SENS MTR A B FAIL,5201, FB214265, REP HARNESS SPEED SENS MOTOR A B
T201, Lieb T282B,18-Mar-12,3:55:45,0:09:08, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE (ET),1000, ., W/LABOUR
T201, Lieb T282B,18-Mar-12,4:04:53,2:45:07, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 25,1000, FB214454, REPLACE ENGINE OIL FILTER
T201, Lieb T282B,18-Mar-12,6:50:00,4:54:44, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 25,1000, FB214454, REPLACE ENGINE OIL FILTER
T201, Lieb T282B,18-Mar-12,11:44:44,1:35:10, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE WON'T START,9999, FB214497, TEST START
T201, Lieb T282B,18-Mar-12,22:59:57,0:22:38, Down,401, Pit  UnSched. Maint., REPAIR TIME, MOTOR STATER STUCK,1450, FB214577, COOLING DOWN
T201, Lieb T282B,19-Mar-12,3:03:28,2:02:09, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 215,1000, FB214605, REPAIR CONECTOR HP SENSOR
T201, Lieb T282B,19-Mar-12,5:05:37,0:05:09, Down,401, Pit  UnSched. Maint., REPAIR TIME, SBS STUCK,7600, FB214621, RESET
T201, Lieb T282B,19-Mar-12,6:12:43,0:37:17, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, SEAT BELT/KURSI RUSAK,7300, FB214631, WAIT LABOUR
T201, Lieb T282B,19-Mar-12,8:20:21,0:43:53, Down,406, Pit  UnSched. Maint., WARRANTY, MONITOR SBS BLUE SCREEN,7600, FB214647, REPAIR BY LIEBHERR
T201, Lieb T282B,19-Mar-12,9:37:47,0:05:43, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,19-Mar-12,11:10:44,0:16:05, Down,401, Pit  UnSched. Maint., REPAIR TIME, MONITOR SBS STUCK,7600, FB214647, REPAIR WIRING SBS
T201, Lieb T282B,21-Mar-12,1:42:55,0:06:18, Down,405, Pit  UnSched. Maint., OTHER, ENGINE WON'T START,9999,  , NO DEFECT
T201, Lieb T282B,21-Mar-12,5:53:40,0:40:07, Down,401, Pit  UnSched. Maint., REPAIR TIME, LIMP MODE,1000, FB214957, RESET
T201, Lieb T282B,21-Mar-12,7:20:21,0:01:47, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,22-Mar-12,5:33:33,1:16:27, Down,412, Pit  UnSched. Maint., ACCIDENT - OPR, TANGGA NAIK RUSAK,7050, FB, W/L
T201, Lieb T282B,22-Mar-12,6:50:00,3:00:29, Down,410, Pit  UnSched. Maint., TRAVEL TO & FROM W/SHOP, HANDRAIL BROKEN,7050, FB, TO MAIN SHOP
T201, Lieb T282B,22-Mar-12,9:50:29,2:00:14, Down,209, Main UnSched. Maint., WAITING BAY, HANDRAIL BROKEN,7050, ., W.BAY
T201, Lieb T282B,22-Mar-12,11:50:43,2:59:17, Down,301, Main Sched. Maint., SERVICE OVERHAUL, SERVICE 2000 HRS,9000,796935, SERVICE
T201, Lieb T282B,22-Mar-12,14:50:00,8:00:00, Down,301, Main Sched. Maint., SERVICE OVERHAUL, SERVICE 2000 HRS,9000,796935, SERVICE
T201, Lieb T282B,22-Mar-12,22:50:00,1:02:17, Down,301, Main Sched. Maint., SERVICE OVERHAUL, SERVICE 2000 HRS,9000,796935, SEVICE
T201, Lieb T282B,22-Mar-12,23:52:17,4:15:48, Down,201, Main UnSched. Maint., REPAIR TIME, HARNESS X5 FAILED,1400, HT412580, REPLACE HARNESS X5
T201, Lieb T282B,23-Mar-12,9:20:12,0:11:42, Down,401, Pit  UnSched. Maint., REPAIR TIME, COVER CAB LOST,7300, FB215315, REPAIR LATCH COVER
T201, Lieb T282B,23-Mar-12,17:05:04,4:26:43, Down,801, Tyre  UnSched. Maint., REPAIR TIME, SPUD/HSLK TYRE POS 1,4200,  ,  
T201, Lieb T282B,23-Mar-12,21:31:47,0:57:34, Down,810, Tyre  UnSched. Maint., TRAVEL TO & FROM W/SHOP, SPUD/HSLK TYRE POS 1,4200,  ,  
T201, Lieb T282B,23-Mar-12,22:29:21,0:20:39, Down,801, Tyre  UnSched. Maint., REPAIR TIME, SPUD/HSLK TYRE POS 1,4200,  ,  
T201, Lieb T282B,23-Mar-12,22:50:00,1:10:00, Down,801, Tyre  UnSched. Maint., REPAIR TIME, SPUD/HSLK TYRE POS 1,4200,  ,  
T201, Lieb T282B,24-Mar-12,0:00:00,1:00:00, Down,804, Tyre  UnSched. Maint., MEAL/PRAYERS, SPUD/HSLK TYRE POS 1,4200,  ,  
T201, Lieb T282B,24-Mar-12,1:00:00,1:18:17, Down,801, Tyre  UnSched. Maint., REPAIR TIME, SPUD/HSLK TYRE POS 1,4200,  ,  
T201, Lieb T282B,24-Mar-12,2:18:17,0:49:21, Down,801, Tyre  UnSched. Maint., REPAIR TIME, SPUD/HSLK TYRE POS 1,4200,  ,  
T201, Lieb T282B,24-Mar-12,20:22:30,0:13:21, Down,401, Pit  UnSched. Maint., REPAIR TIME, LIMP MODE,5201, FB215547, RESET
T201, Lieb T282B,24-Mar-12,21:27:53,0:18:10, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, SIEMENS CODE LAINNNYA (ET),5201, ., W/LABOUR
T201, Lieb T282B,24-Mar-12,21:46:03,0:21:16, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT ON,5201, FB215555, REPAIR HARNESS 1 XP
T201, Lieb T282B,25-Mar-12,0:22:19,1:38:21, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 45,5201, FB215555, REPAIR HARNESS WHEEL MOTOR B
T201, Lieb T282B,25-Mar-12,3:56:01,1:08:02, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, SIEMENS CODE LAINNNYA (ET),5201, ., W/LABOUR
T201, Lieb T282B,25-Mar-12,5:04:03,1:28:11, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS,5201, FB215555, IP REPAIR
T201, Lieb T282B,25-Mar-12,9:52:24,0:29:05, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR,OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,25-Mar-12,10:21:29,2:12:03, Down,405, Pit  UnSched. Maint., OTHER, TOWING T215,9999,  ,  
T201, Lieb T282B,25-Mar-12,13:10:16,0:54:16, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 68,5201, FB215633, REPLACE SWITCH LEVER
T201, Lieb T282B,26-Mar-12,4:53:05,1:20:09, Down,401, Pit  UnSched. Maint., REPAIR TIME, LIMP MODE,5201, FB215737, REPAIR HARNESS MOTOR B
T201, Lieb T282B,27-Mar-12,2:59:00,1:36:18, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 111,5201, FB215845, REPAIR HARNESS
T201, Lieb T282B,27-Mar-12,4:39:06,2:02:21, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 41,5201,  ,  
T201, Lieb T282B,27-Mar-12,8:50:22,1:08:26, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC PROBLEM,7320, FB215946, ADDED FREON
T201, Lieb T282B,28-Mar-12,7:40:10,2:43:24, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARM PROBLEM ,7600, FB216061, RESET
T201, Lieb T282B,28-Mar-12,18:25:40,2:21:04, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 123,5201, FB216145, RESET AND GRID DRY
T201, Lieb T282B,29-Mar-12,4:24:54,0:01:39, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,29-Mar-12,5:07:55,1:41:05, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 26,5201, FB216145, IP CHCK BY LAPTOP
T201, Lieb T282B,29-Mar-12,8:27:13,1:41:44, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 111 (ET),5201,  , COOLING DOWN
T201, Lieb T282B,29-Mar-12,11:46:59,0:35:16, Down,401, Pit  UnSched. Maint., REPAIR TIME, GREASE PROBLEM,8000,  , TOP UP GREASE
T201, Lieb T282B,29-Mar-12,18:18:54,4:09:14, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 26,5201, FB216145, REPAIR WAIRING
T201, Lieb T282B,30-Mar-12,18:49:54,1:07:47, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 123,5201, FB216374, RESET AND GRID DRY
T201, Lieb T282B,30-Mar-12,19:58:58,0:46:13, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 123,5201, FB216374, RESET AND GRID DRY
